epoch,val_fold,lr,train_loss,train_acc,val_loss,val_acc,rolling_avg,best_rolling_avg
156,0,1.57e-05,1.5897,0.3864,0.4249,0.9389,0.9331,0.9302
157,1,3.94e-06,1.5788,0.3714,0.4266,0.9391,0.9344,0.9331
158,2,1.00e-03,1.5517,0.3641,0.4094,0.9445,0.9357,0.9344
159,3,9.96e-04,1.7239,0.3592,0.5876,0.8656,0.9239,0.9357
160,4,9.84e-04,1.7353,0.3399,0.5730,0.8746,0.9125,0.9357
161,0,9.65e-04,1.7594,0.3424,0.5871,0.8768,0.9001,0.9357
162,1,9.38e-04,1.7318,0.3453,0.6122,0.8766,0.8876,0.9357
163,2,9.05e-04,1.7320,0.3581,0.5411,0.8940,0.8775,0.9357
164,3,8.64e-04,1.7243,0.3524,0.5996,0.8689,0.8782,0.9357
165,4,8.19e-04,1.6940,0.3554,0.5530,0.8921,0.8817,0.9357
166,0,7.68e-04,1.7034,0.3559,0.5251,0.9012,0.8865,0.9357
167,1,7.13e-04,1.6730,0.3567,0.5126,0.9043,0.8921,0.9357
168,2,6.55e-04,1.6815,0.3466,0.4764,0.9175,0.8968,0.9357
169,3,5.94e-04,1.6689,0.3633,0.5068,0.9026,0.9035,0.9357
170,4,5.31e-04,1.5934,0.3856,0.4922,0.9128,0.9077,0.9357
171,0,4.69e-04,1.6204,0.3769,0.4561,0.9242,0.9123,0.9357
172,1,4.06e-04,1.6202,0.3803,0.4447,0.9356,0.9185,0.9357
173,2,3.45e-04,1.6157,0.3725,0.4363,0.9428,0.9236,0.9357
174,3,2.87e-04,1.5695,0.3877,0.4226,0.9390,0.9309,0.9357
175,4,2.32e-04,1.5705,0.3948,0.4154,0.9372,0.9357,0.9357
176,0,1.81e-04,1.5434,0.3853,0.3927,0.9499,0.9409,0.9357
177,1,1.36e-04,1.5676,0.4037,0.3814,0.9539,0.9446,0.9409
178,2,9.55e-05,1.5167,0.4061,0.3682,0.9602,0.9480,0.9446
179,3,6.18e-05,1.5207,0.4012,0.3794,0.9550,0.9512,0.9480
180,4,3.51e-05,1.4995,0.4097,0.3769,0.9522,0.9542,0.9512
181,0,1.57e-05,1.5048,0.4135,0.3690,0.9595,0.9562,0.9542
182,1,3.94e-06,1.5166,0.3920,0.3669,0.9604,0.9575,0.9562
183,2,1.00e-03,1.5488,0.4039,0.3552,0.9643,0.9583,0.9575
184,3,9.96e-04,1.6469,0.3715,0.4990,0.9034,0.9480,0.9583
185,4,9.84e-04,1.7005,0.3514,0.4973,0.9003,0.9376,0.9583
186,0,9.65e-04,1.6874,0.3715,0.5080,0.9012,0.9259,0.9583
187,1,9.38e-04,1.6619,0.3519,0.4773,0.9188,0.9176,0.9583
188,2,9.05e-04,1.6752,0.3708,0.4479,0.9249,0.9097,0.9583
189,3,8.64e-04,1.6277,0.3668,0.4907,0.9078,0.9106,0.9583
190,4,8.19e-04,1.6713,0.3614,0.4691,0.9193,0.9144,0.9583
191,0,7.68e-04,1.6275,0.3783,0.4599,0.9297,0.9201,0.9583
192,1,7.13e-04,1.6113,0.3590,0.4348,0.9339,0.9231,0.9583
193,2,6.55e-04,1.5894,0.3954,0.4081,0.9422,0.9266,0.9583
194,3,5.94e-04,1.5527,0.3907,0.4288,0.9358,0.9322,0.9583
195,4,5.31e-04,1.5740,0.3925,0.4079,0.9398,0.9363,0.9583
196,0,4.69e-04,1.5327,0.3739,0.3953,0.9510,0.9406,0.9583
197,1,4.06e-04,1.5889,0.3949,0.3843,0.9520,0.9442,0.9583
198,2,3.45e-04,1.5459,0.3808,0.3632,0.9647,0.9487,0.9583
199,3,2.87e-04,1.5368,0.4098,0.3741,0.9554,0.9526,0.9583
200,4,2.32e-04,1.5145,0.3950,0.3590,0.9579,0.9562,0.9583
